sex,name,year,count
F,Mary,1910,22847
F,Annie,1910,3467
F,Anna,1910,6428
F,Margaret,1910,8222
F,Helen,1910,10474
F,Elsie,1910,2123
F,Lucy,1910,1263
F,Mary,1911,24390
F,Margaret,1911,9279
F,Ruth,1911,7995
F,Annie,1911,3244
F,Elizabeth,1911,6295
F,Helen,1911,11801
F,Mary,1912,32297
F,Elsie,1912,2890
F,Agnes,1912,2937
F,Anna,1912,8584
F,Helen,1912,16133
F,Louise,1912,5106
F,Jean,1912,2022
F,Ruth,1912,11273
F,Mary,1913,36641
F,Elizabeth,1913,9503
F,Margaret,1913,14486
F,Helen,1913,18888
F,Mary,1914,45344
F,Margaret,1914,17762
F,Alice,1914,8197
F,Annie,1914,4756
F,Elizabeth,1914,11365
F,Helen,1914,23220
F,Clara,1914,4235
F,Dorothy,1914,18780
F,Martha,1914,5425
F,Mary,1915,58187
F,Alice,1915,10525
F,Helen,1915,30866
F,Anna,1915,15118
F,Dorothy,1915,25154
F,Margaret,1915,23055
F,Ruth,1915,21881
F,Elizabeth,1915,14103
F,Frances,1915,12787
F,Katherine,1915,4489
F,Martha,1915,7217
F,Mary,1916,61436
F,Helen,1916,32661
F,Dorothy,1916,27415
F,Frances,1916,13746
F,Ruth,1916,23188
F,Alice,1916,10719
F,Anna,1916,15224
F,Agnes,1916,4846
F,Annie,1916,6096
F,Julia,1916,5056
F,Lillian,1916,9592
F,Margaret,1916,24955
F,Mary,1917,64280
F,Margaret,1917,25559
F,Helen,1917,34248
F,Frances,1917,14364
F,Alice,1917,10990
F,Olga,1917,1620
F,Ruth,1917,23566
F,Clara,1917,5620
F,Dorothy,1917,28855
F,Mary,1918,67372
F,Margaret,1918,27138
F,Helen,1918,36152
F,Marie,1918,12587
F,Martha,1918,8339
F,Ruth,1918,25536
F,Anna,1918,15663
F,Gertrude,1918,6261
F,Julia,1918,5264
F,Virginia,1918,16421
F,Alice,1918,11589
F,Elizabeth,1918,15852
F,Mary,1919,65835
F,Margaret,1919,26237
F,Dorothy,1919,31736
F,Betty,1919,10106
F,Helen,1919,33702
F,Martha,1919,8318
F,Virginia,1919,15637
F,Irene,1919,9713
F,Elizabeth,1919,15286
F,Emma,1919,5081
F,Marie,1919,12010
F,Agnes,1919,4899
F,Annie,1919,7129
F,Barbara,1919,4084
F,Frances,1919,15104
F,Gladys,1919,8713
F,Jean,1919,6796
F,Louise,1919,8810
F,Mary,1920,70980
F,Margaret,1920,27995
F,Helen,1920,35097
F,Ruth,1920,26101
F,Martha,1920,8705
F,Elizabeth,1920,15910
F,Virginia,1920,17314
F,Florence,1920,10731
F,Agnes,1920,4900
F,Dorothy,1920,36646
F,Alice,1920,11592
F,Anna,1920,14578
F,Edith,1920,7773
F,Annie,1920,7241
F,Betty,1920,14012
F,Elsie,1920,4990
F,Ethel,1920,7868
F,Irene,1920,10068
F,Katie,1920,1067
F,Rose,1920,9011
F,Mary,1921,73981
F,Dorothy,1921,39080
F,Alice,1921,11952
F,Margaret,1921,28463
F,Annie,1921,7196
F,Helen,1921,34821
F,Elizabeth,1921,15799
F,Virginia,1921,19026
F,Katherine,1921,5147
F,Mildred,1921,17882
F,Anna,1921,14468
F,Mary,1922,72172
F,Helen,1922,32508
F,Alice,1922,11273
F,Anna,1922,13403
F,Margaret,1922,26864
F,Martha,1922,9011
F,Louise,1922,8884
F,Katherine,1922,4825
F,Annie,1922,7446
F,Dorothy,1922,37710
F,Elizabeth,1922,15236
F,Emma,1922,5009
F,Esther,1922,5474
F,Marie,1922,11913
F,Ruth,1922,23627
F,Mary,1923,71631
F,Elizabeth,1923,15459
F,Anna,1923,12856
F,Dorothy,1923,39038
F,Helen,1923,31491
F,Ruth,1923,23639
F,Annie,1923,7083
F,Margaret,1923,26127
F,Frances,1923,14871
F,Marie,1923,11506
F,Florence,1923,9745
F,Agnes,1923,4218
F,Alice,1923,11330
F,Betty,1923,25991
F,Edna,1923,7299
F,Elsie,1923,4548
F,Ethel,1923,6539
F,Virginia,1923,18328
F,Mary,1924,73520
F,Elizabeth,1924,14948
F,Margaret,1924,26555
F,Betty,1924,30598
F,Anna,1924,13080
F,Dorothy,1924,40000
F,Marie,1924,11576
F,Ruth,1924,23599
F,Alice,1924,11540
F,Patricia,1924,6954
F,Irene,1924,9929
F,Mildred,1924,15847
F,Esther,1924,5255
F,Ida,1924,3861
F,Olga,1924,1418
F,Mary,1925,70600
F,Margaret,1925,24462
F,Agnes,1925,3910
F,Betty,1925,32815
F,Lillian,1925,8354
F,Mildred,1925,14447
F,Esther,1925,4722
F,Helen,1925,29165
F,Ruth,1925,22248
F,Anna,1925,12246
F,Dorothy,1925,38572
F,Emma,1925,4690
F,Evelyn,1925,12506
F,Norma,1925,6938
F,Sarah,1925,4678
F,Florence,1925,8581
F,Louise,1925,8272
F,Marie,1925,10924
F,Pauline,1925,6728
F,Mary,1926,67828
F,Margaret,1926,23065
F,Alice,1926,10957
F,Anna,1926,11700
F,Lucy,1926,2518
F,Martha,1926,8557
F,Esther,1926,4451
F,Helen,1926,26885
F,Elizabeth,1926,12831
F,Florence,1926,8177
F,Gladys,1926,6631
F,Irene,1926,9162
F,Ruth,1926,20213
F,Grace,1926,5428
F,Hazel,1926,5296
F,Jessie,1926,2903
F,Julia,1926,3677
F,Mildred,1926,13544
F,Patricia,1926,8595
F,Pauline,1926,6357
F,Mary,1927,70628
F,Dorothy,1927,35977
F,Helen,1927,25310
F,Alice,1927,10673
F,Betty,1927,35416
F,Elizabeth,1927,12523
F,Florence,1927,7643
F,Barbara,1927,13162
F,Anna,1927,11207
F,Annie,1927,6536
F,Margaret,1927,21963
F,Ruth,1927,19412
F,Agnes,1927,3333
F,Elsie,1927,3802
F,Emma,1927,4320
F,June,1927,5733
F,Katherine,1927,3722
F,Lena,1927,1950
F,Mary,1928,66862
F,Margaret,1928,20296
F,Annie,1928,6288
F,Dorothy,1928,33726
F,Alice,1928,10137
F,Anna,1928,10571
F,Helen,1928,22933
F,Elizabeth,1928,11758
F,Irene,1928,7728
F,Marie,1928,9287
F,Betty,1928,36079
F,Emma,1928,4002
F,Elsie,1928,3468
F,Shirley,1928,14207
F,Sophie,1928,652
F,Mary,1929,63507
F,Margaret,1929,19201
F,Betty,1929,36672
F,Dorothy,1929,31478
F,Agnes,1929,2751
F,Eva,1929,3009
F,Julia,1929,2934
F,Elizabeth,1929,11247
F,Helen,1929,20981
F,Martha,1929,7628
F,Alice,1929,9475
F,Esther,1929,3579
F,Frances,1929,11085
F,Irene,1929,7030
F,Mabel,1929,1487
F,Nancy,1929,6869
F,Pauline,1929,5023
F,Mary,1930,64131
F,Alice,1930,9517
F,Helen,1930,19911
F,Anna,1930,9078
F,Marie,1930,8425
F,Doris,1930,15455
F,Elizabeth,1930,10989
F,Martha,1930,7831
F,Esther,1930,3347
F,Agnes,1930,2506
F,Barbara,1930,18285
F,Betty,1930,38238
F,Dolly,1930,351
F,Evelyn,1930,9532
F,Jean,1930,11980
F,Katherine,1930,3024
F,Margaret,1930,18350
F,Nancy,1930,9064
F,Pauline,1930,4651
F,Virginia,1930,13190
F,Mary,1931,60296
F,Alice,1931,8812
F,Annie,1931,5053
F,Ruth,1931,13127
F,Dorothy,1931,26518
F,Elizabeth,1931,10291
F,Agnes,1931,2287
F,Helen,1931,17655
F,Betty,1931,36095
F,Christine,1931,1840
F,Evelyn,1931,8487
F,Grace,1931,3711
F,Margaret,1931,17328
F,Mary,1932,59866
F,Margaret,1932,16543
F,Alice,1932,8534
F,Martha,1932,7576
F,Anna,1932,7915
F,Clara,1932,3555
F,Elizabeth,1932,9988
F,Louise,1932,5643
F,Annie,1932,5337
F,Dorothy,1932,24970
F,Frances,1932,9552
F,Nancy,1932,10947
F,Ruth,1932,12248
F,Carrie,1932,1362
F,Eleanor,1932,4831
F,Helen,1932,16374
F,Marjorie,1932,5606
F,Cecelia,1932,365
F,Katherine,1932,2583
F,Marie,1932,6906
F,Virginia,1932,10753
F,Mary,1933,55490
F,Martha,1933,7159
F,Agnes,1933,1866
F,Margaret,1933,15238
F,Betty,1933,31523
F,Elizabeth,1933,9016
F,Marie,1933,6231
F,Alice,1933,7695
F,Helen,1933,14641
F,Louise,1933,5079
F,Lucy,1933,1715
F,Patricia,1933,18624
F,Shirley,1933,14319
F,Irene,1933,4498
F,Lillian,1933,3986
F,Barbara,1933,26944
F,Dorothy,1933,22048
F,Evelyn,1933,6942
F,Frances,1933,8877
F,Ruth,1933,11130
F,Thelma,1933,3635
F,Mary,1934,56911
F,Helen,1934,14095
F,Elizabeth,1934,9339
F,Irene,1934,4344
F,Betty,1934,31074
F,Margaret,1934,15140
F,Martha,1934,7600
F,Pauline,1934,3445
F,Josephine,1934,3735
F,Marie,1934,6319
F,Agnes,1934,1919
F,Janet,1934,8068
F,Joan,1934,19466
F,Louise,1934,4964
F,Lucy,1934,1623
F,Alice,1934,7775
F,Lillian,1934,3968
F,Mildred,1934,6176
F,Mary,1935,55067
F,Elizabeth,1935,9067
F,Margaret,1935,14715
F,Anna,1935,6160
F,Shirley,1935,42356
F,Alice,1935,7440
F,Barbara,1935,30692
F,Betty,1935,28674
F,Helen,1935,12774
F,Irene,1935,3932
F,Nancy,1935,14543
F,Martha,1935,7617
F,Virginia,1935,9862
F,Dorothy,1935,19397
F,Lillian,1935,3419
F,Patricia,1935,22874
F,Mary,1936,54362
F,Elizabeth,1936,8860
F,Anna,1936,5722
F,Dorothy,1936,17669
F,Patricia,1936,23912
F,Agnes,1936,1575
F,Alice,1936,7196
F,Margaret,1936,14593
F,Nancy,1936,16750
F,Shirley,1936,35153
F,Virginia,1936,9646
F,Carol,1936,14520
F,Evelyn,1936,6106
F,Joan,1936,17062
F,Katherine,1936,2351
F,Marjorie,1936,4278
F,Nellie,1936,1614
F,Helen,1936,12229
F,Jacqueline,1936,3361
F,Julia,1936,2254
F,Lucy,1936,1410
F,Martha,1936,7382
F,Nora,1936,751
F,Ruth,1936,9207
F,Theresa,1936,2753
F,Mary,1937,55639
F,Margaret,1937,15144
F,Carol,1937,17332
F,Barbara,1937,34907
F,Virginia,1937,9513
F,Betty,1937,25324
F,Anna,1937,5440
F,Donna,1937,8884
F,Pauline,1937,2812
F,Shirley,1937,26814
F,Annie,1937,4428
F,Edith,1937,2645
F,Irene,1937,3668
F,Lucy,1937,1422
F,Marie,1937,6071
F,Martha,1937,7955
F,Patricia,1937,26838
F,Sophie,1937,139
F,Elizabeth,1937,9383
F,Gladys,1937,2860
F,Lois,1937,6927
F,Nancy,1937,17067
F,Mary,1938,56208
F,Alice,1938,7483
F,Carol,1938,19423
F,Marie,1938,5956
F,Patricia,1938,27554
F,Betty,1938,25500
F,Barbara,1938,39269
F,Shirley,1938,23768
F,Annie,1938,4533
F,Evelyn,1938,5682
F,Nancy,1938,18946
F,Ruth,1938,9301
F,Virginia,1938,9266
F,Beverly,1938,9772
F,Florence,1938,2795
F,Katherine,1938,2565
F,Marjorie,1938,4316
F,Rose,1938,5287
F,Agnes,1938,1379
F,Dorothy,1938,16339
F,Elizabeth,1938,9800
F,Gertrude,1938,1133
F,Helen,1938,10831
F,Jean,1938,7763
F,Lillian,1938,2819
F,Louise,1938,4061
F,Margaret,1938,15328
F,Mary,1939,54898
F,Elizabeth,1939,9700
F,Martha,1939,8489
F,Alice,1939,7368
F,Carol,1939,20166
F,Helen,1939,10415
F,Jean,1939,7287
F,Ruth,1939,9054
F,Virginia,1939,9227
F,Patricia,1939,29702
F,Barbara,1939,37260
F,Karen,1939,5533
F,Margaret,1939,14951
F,Phyllis,1939,7591
F,Anna,1939,4923
F,Dorothy,1939,15170
F,Frances,1939,8572
F,Josephine,1939,2828
F,Sally,1939,4243
F,Elsie,1939,1686
F,Emily,1939,1267
F,Lorraine,1939,2586
F,Marilyn,1939,9536
F,Natalia,1939,25
F,Sarah,1939,3642
F,Mary,1940,56197
F,Barbara,1940,36734
F,Patricia,1940,32661
F,Alice,1940,7600
F,Annie,1940,4179
F,Helen,1940,10198
F,Margaret,1940,15057
F,Dorothy,1940,14867
F,Marie,1940,5544
F,Sharon,1940,11114
F,Agnes,1940,1160
F,Betty,1940,22075
F,Carol,1940,21759
F,Clara,1940,2297
F,Julia,1940,2683
F,Sally,1940,3800
F,Anna,1940,4701
F,Carolyn,1940,12656
F,Elizabeth,1940,9951
F,Irene,1940,3393
F,Judith,1940,22381
F,Lucy,1940,1359
F,Martha,1940,8685
F,Susan,1940,6756
F,Donna,1940,9224
F,Evelyn,1940,4982
F,Florence,1940,2458
F,Frances,1940,8616
F,Judy,1940,11381
F,Karen,1940,7277
F,Nancy,1940,19729
F,Rose,1940,5198
F,Virginia,1940,9552
F,Mary,1941,58026
F,Barbara,1941,39532
F,Patricia,1941,36899
F,Judy,1941,13963
F,Margaret,1941,15692
F,Nancy,1941,20879
F,Alice,1941,7442
F,Carol,1941,24181
F,Helen,1941,9882
F,Karen,1941,10820
F,Martha,1941,9153
F,Dorothy,1941,14560
F,Julia,1941,2831
F,Sharon,1941,14264
F,Ann,1941,7120
F,Elizabeth,1941,10263
F,Pauline,1941,2349
F,Marie,1941,6150
F,Agnes,1941,1060
F,Annie,1941,4029
F,Evelyn,1941,4927
F,Florence,1941,2386
F,Judith,1941,23311
F,Lucy,1941,1398
F,Marilyn,1941,8549
F,Rita,1941,3876
F,Sally,1941,3960
F,Anna,1941,4417
F,Ethel,1941,2248
F,Frances,1941,8465
F,Janet,1941,11135
F,Lois,1941,6102
F,Lydia,1941,628
F,Sarah,1941,3955
F,Mary,1942,63242
F,Patricia,1942,39452
F,Judy,1942,15664
F,Margaret,1942,16552
F,Sharon,1942,19649
F,Barbara,1942,44735
F,Judith,1942,24785
F,Carol,1942,30266
F,Martha,1942,9513
F,Donna,1942,12985
F,Elizabeth,1942,11180
F,Anna,1942,4475
F,Virginia,1942,10800
F,Helen,1942,10013
F,Janet,1942,13061
F,Joan,1942,14512
F,Karen,1942,15386
F,Rose,1942,5245
F,Sandra,1942,24990
F,Christine,1942,2890
F,Dorothy,1942,15033
F,Jane,1942,5705
F,Lois,1942,6402
F,Sally,1942,4653
F,Alice,1942,7373
F,Bertha,1942,1728
F,Betty,1942,21651
F,Catherine,1942,5262
F,Florence,1942,2526
F,Frances,1942,9470
F,Marie,1942,6554
F,Nancy,1942,23328
F,Rosemary,1942,2972
F,Sophie,1942,81
F,Mary,1943,66164
F,Patricia,1943,39617
F,Carol,1943,31680
F,Sharon,1943,24707
F,Donna,1943,14914
F,Dorothy,1943,14784
F,Karen,1943,16815
F,Margaret,1943,17145
F,Nancy,1943,23987
F,Helen,1943,9795
F,Linda,1943,38439
F,Virginia,1943,10842
F,Irene,1943,3290
F,Martha,1943,9696
F,Marie,1943,5972
F,Barbara,1943,43427
F,Bonnie,1943,8866
F,Elizabeth,1943,11650
F,Jane,1943,6029
F,Judith,1943,25211
F,Katherine,1943,3614
F,Susan,1943,14886
F,Alice,1943,7644
F,Anna,1943,4229
F,Kathleen,1943,12150
F,Kathryn,1943,3637
F,Lois,1943,6129
F,Marilyn,1943,10143
F,Roberta,1943,4169
F,Ann,1943,7827
F,Betty,1943,21596
F,Clara,1943,2054
F,Lucy,1943,1288
F,Ruth,1943,9364
F,Sally,1943,4652
F,Shirley,1943,17819
F,Mary,1944,62468
F,Linda,1944,38405
F,Barbara,1944,39189
F,Sharon,1944,22427
F,Martha,1944,9324
F,Susan,1944,16330
F,Patricia,1944,36875
F,Betty,1944,19755
F,Elizabeth,1944,11031
F,Kathleen,1944,13006
F,Marie,1944,5285
F,Janet,1944,12589
F,Judith,1944,22432
F,Ruth,1944,8672
F,Nancy,1944,23209
F,Pauline,1944,2122
F,Clara,1944,1920
F,Jean,1944,7649
F,Judy,1944,17116
F,Margaret,1944,16316
F,Virginia,1944,9889
F,Annie,1944,3692
F,Carol,1944,30457
F,Edna,1944,2358
F,Helen,1944,8685
F,Joyce,1944,14769
F,Karen,1944,15943
F,Katherine,1944,3520
F,Lorraine,1944,3036
F,Alice,1944,7103
F,Ann,1944,7076
F,Bonnie,1944,8455
F,Carolyn,1944,18671
F,Christine,1944,3571
F,Diane,1944,10710
F,Donna,1944,15171
F,Grace,1944,1901
F,Marilyn,1944,9737
F,Rose,1944,4706
F,Sarah,1944,3839
F,Shirley,1944,16307
F,Mary,1945,59286
F,Patricia,1945,35844
F,Alice,1945,6357
F,Barbara,1945,38271
F,Susan,1945,19223
F,Carol,1945,30386
F,Linda,1945,41465
F,Shirley,1945,16151
F,Elizabeth,1945,10338
F,Janet,1945,12326
F,Marie,1945,5078
F,Helen,1945,8303
F,Margaret,1945,15687
F,Nancy,1945,21455
F,Phyllis,1945,6526
F,Dorothy,1945,12327
F,Marilyn,1945,9534
F,Sandra,1945,24696
F,Annie,1945,3704
F,Ellen,1945,4182
F,Grace,1945,1730
F,Judy,1945,17001
F,Lucy,1945,1105
F,Ruth,1945,8037
F,Agnes,1945,775
F,Diane,1945,12226
F,Donna,1945,15396
F,Katherine,1945,3388
F,Anna,1945,3599
F,Darlene,1945,3621
F,Evelyn,1945,4369
F,June,1945,2058
F,Kathryn,1945,3970
F,Lorraine,1945,3197
F,Martha,1945,8745
F,Virginia,1945,9243
F,Mary,1946,67464
F,Patricia,1946,46295
F,Margaret,1946,18131
F,Susan,1946,28268
F,Linda,1946,52708
F,Barbara,1946,45118
F,Karen,1946,19645
F,Carol,1946,34277
F,Betty,1946,19710
F,Helen,1946,8850
F,Sharon,1946,27824
F,Jean,1946,8551
F,Kathleen,1946,18757
F,Martha,1946,9759
F,Nancy,1946,28345
F,Alice,1946,7362
F,Judy,1946,20479
F,Marie,1946,5754
F,Sandra,1946,31690
F,Ann,1946,8075
F,Bonnie,1946,9502
F,Cheryl,1946,11525
F,Donna,1946,19767
F,Evelyn,1946,4879
F,Gloria,1946,11686
F,Virginia,1946,10016
F,Elizabeth,1946,11751
F,Frances,1946,8454
F,Judith,1946,22305
F,Shirley,1946,17865
F,Bernice,1946,1450
F,Dorothy,1946,12794
F,Janet,1946,14138
F,Janice,1946,14037
F,Anna,1946,3988
F,Esther,1946,1760
F,Irene,1946,3109
F,Joan,1946,11215
F,Lillian,1946,2147
F,Rita,1946,5527
F,Roberta,1946,4007
F,Rose,1946,5178
F,Ruth,1946,8473
F,Mary,1947,71679
F,Linda,1947,99674
F,Helen,1947,8978
F,Susan,1947,31955
F,Patricia,1947,51270
F,Kathleen,1947,22099
F,Carol,1947,33534
F,Shirley,1947,17651
F,Barbara,1947,48794
F,Virginia,1947,10406
F,Margaret,1947,20099
F,Donna,1947,23518
F,Nancy,1947,32437
F,Sandra,1947,34770
F,Karen,1947,21645
F,Pamela,1947,12396
F,Judy,1947,21031
F,Marie,1947,6055
F,Marilyn,1947,11879
F,Sharon,1947,28538
F,Ann,1947,8893
F,Evelyn,1947,5240
F,Judith,1947,21995
F,Carolyn,1947,20746
F,Diane,1947,17777
F,Katherine,1947,4888
F,Bonnie,1947,10218
F,Jean,1947,8942
F,Joanne,1947,6058
F,Christine,1947,8372
F,Dorothy,1947,12750
F,Sarah,1947,4208
F,Theresa,1947,4379
F,Annie,1947,3715
F,Edith,1947,2186
F,Elizabeth,1947,13442
F,Gail,1947,7234
F,Irene,1947,3284
F,Janet,1947,15235
F,Janice,1947,15408
F,Kathy,1947,5693
F,Lorraine,1947,4402
F,Louise,1947,4040
F,Marian,1947,1588
F,Peggy,1947,8874
F,Suzanne,1947,6231
F,Alice,1947,7844
F,Anne,1947,4180
F,Arlene,1947,2899
F,Clara,1947,1907
F,Cynthia,1947,10529
F,Doris,1947,6025
F,Florence,1947,1834
F,Frances,1947,8939
F,Lucy,1947,1295
F,Martha,1947,10649
F,Mary,1948,68601
F,Linda,1948,96210
F,Patricia,1948,46134
F,Susan,1948,35978
F,Barbara,1948,46827
F,Carol,1948,28982
F,Kathleen,1948,23256
F,Sandra,1948,31060
F,Margaret,1948,18872
F,Elizabeth,1948,13207
F,Karen,1948,21994
F,Sharon,1948,26141
F,Judith,1948,17784
F,Betty,1948,16623
F,Martha,1948,10012
F,Nancy,1948,29412
F,Cynthia,1948,12245
F,Dorothy,1948,11327
F,Pamela,1948,14282
F,Annie,1948,3678
F,Donna,1948,22035
F,Helen,1948,8306
F,Janet,1948,13979
F,Janice,1948,14161
F,Anna,1948,4032
F,Carolyn,1948,18622
F,Cheryl,1948,13218
F,Irene,1948,3033
F,Jean,1948,7767
F,Alice,1948,6973
F,Ann,1948,8020
F,Beverly,1948,10793
F,Christine,1948,9682
F,Diane,1948,16606
F,Marilyn,1948,9932
F,Shirley,1948,16130
F,Arlene,1948,2462
F,Katherine,1948,5170
F,Marie,1948,5781
F,Rita,1948,5831
F,Sophie,1948,68
F,Virginia,1948,9304
F,Bonnie,1948,9821
F,Christina,1948,1456
F,Ellen,1948,5284
F,Judy,1948,17709
F,Julie,1948,2786
F,Laura,1948,4886
F,Lillian,1948,2091
F,Lucy,1948,1320
F,Colleen,1948,1755
F,Doris,1948,5549
F,Ethel,1948,1840
F,Evelyn,1948,4838
F,Geraldine,1948,4208
F,Lorraine,1948,3740
F,Lydia,1948,1174
F,Paula,1948,6591
F,Roberta,1948,3658
F,Rose,1948,5552
F,Sarah,1948,4139
F,Mary,1949,66844
F,Linda,1949,90994
F,Susan,1949,37695
F,Kathleen,1949,26352
F,Barbara,1949,42591
F,Nancy,1949,29233
F,Patricia,1949,46330
F,Karen,1949,22458
F,Elizabeth,1949,13708
F,Margaret,1949,19453
F,Sharon,1949,25702
F,Donna,1949,22046
F,Judith,1949,17604
F,Sandra,1949,30641
F,Alice,1949,6653
F,Virginia,1949,8883
F,Helen,1949,7702
F,Marie,1949,5304
F,Annie,1949,3407
F,Christine,1949,11798
F,Carol,1949,26774
F,Janice,1949,14447
F,Joyce,1949,13565
F,Judy,1949,15972
F,Ruth,1949,7649
F,Agnes,1949,676
F,Diana,1949,7529
F,Janet,1949,14852
F,Deborah,1949,19201
F,Diane,1949,17241
F,Katherine,1949,6040
F,Sally,1949,4773
F,Betty,1949,14945
F,Catherine,1949,9131
F,Cheryl,1949,12007
F,Dorothy,1949,10406
F,Jean,1949,7759
F,Kathy,1949,8451
F,Lucy,1949,1356
F,Martha,1949,9800
F,Pamela,1949,15123
F,Anna,1949,3889
F,Cynthia,1949,12891
F,Lynda,1949,3826
F,Rose,1949,5366
F,Sarah,1949,4279
F,Theresa,1949,5603
F,Vera,1949,1068
F,Carolyn,1949,17399
F,Kathryn,1949,7181
F,Laura,1949,5373
F,Rita,1949,6649
F,Shirley,1949,17274
F,Sophie,1949,78
F,Vicki,1949,5174
F,Beverly,1949,10556
F,Brenda,1949,20541
F,Charlene,1949,3532
F,Elaine,1949,6207
F,Frances,1949,7435
F,Jacqueline,1949,6041
F,Jeanne,1949,3860
F,Jo,1949,5805
F,Lois,1949,4916
F,Phyllis,1949,7311
F,Robin,1949,1234
F,Mary,1950,65454
F,Linda,1950,80433
F,Barbara,1950,41552
F,Patricia,1950,47941
F,Susan,1950,38026
F,Margaret,1950,18106
F,Kathleen,1950,25696
F,Donna,1950,21630
F,Karen,1950,24141
F,Sharon,1950,24609
F,Carol,1950,26160
F,Elizabeth,1950,14339
F,Nancy,1950,29619
F,Cynthia,1950,14449
F,Janet,1950,16194
F,Cheryl,1950,11822
F,Sandra,1950,28893
F,Pamela,1950,16202
F,Dorothy,1950,9558
F,Frances,1950,6976
F,Judy,1950,14206
F,Ruth,1950,7124
F,Judith,1950,15359
F,Marie,1950,5229
F,Shirley,1950,15887
F,Theresa,1950,5623
F,Betty,1950,13612
F,Catherine,1950,9657
F,Diane,1950,17627
F,Gloria,1950,11032
F,Marilyn,1950,9281
F,Virginia,1950,8310
F,Deborah,1950,29072
F,Janice,1950,15015
F,Kathryn,1950,7858
F,Martha,1950,9832
F,Alice,1950,6362
F,Bonnie,1950,9746
F,Carolyn,1950,15592
F,Christine,1950,12664
F,Jo,1950,5671
F,Katherine,1950,6210
F,Ellen,1950,5565
F,Paula,1950,6633
F,Rebecca,1950,9420
F,Rita,1950,6414
F,Vicki,1950,5820
F,Anna,1950,3799
F,Arlene,1950,2380
F,Brenda,1950,20796
F,Charlotte,1950,4728
F,Evelyn,1950,4267
F,Jane,1950,8965
F,Jeanne,1950,3737
F,Julia,1950,2711
F,Laura,1950,5728
F,Lucy,1950,1269
F,Pauline,1950,1711
F,Peggy,1950,8521
F,Sally,1950,4863
F,Ann,1950,7927
F,Bernice,1950,1266
F,Grace,1950,1481
F,Jean,1950,7429
F,Joan,1950,8862
F,Maureen,1950,4041
F,Rose,1950,5370
F,Sherry,1950,5804
F,Teresa,1950,4701
F,Edith,1950,1945
F,Eileen,1950,3859
F,Jacqueline,1950,6455
F,Josephine,1950,2057
F,Joyce,1950,13424
F,Lynn,1950,5016
F,Sarah,1950,4142
F,Sophie,1950,59
F,Linda,1951,73928
F,Mary,1951,65677
F,Susan,1951,40205
F,Patricia,1951,56419
F,Barbara,1951,40580
F,Kathleen,1951,26705
F,Sandra,1951,27654
F,Margaret,1951,17684
F,Carol,1951,24771
F,Elizabeth,1951,15108
F,Nancy,1951,30338
F,Debra,1951,17065
F,Deborah,1951,42043
F,Martha,1951,9600
F,Pamela,1951,18556
F,Catherine,1951,10564
F,Ruth,1951,7076
F,Cynthia,1951,16288
F,Janice,1951,15946
F,Sharon,1951,23933
F,Janet,1951,16942
F,Cheryl,1951,11989
F,Karen,1951,27986
F,Diane,1951,19833
F,Alice,1951,6312
F,Betty,1951,12815
F,Christine,1951,15017
F,Judy,1951,14008
F,Katherine,1951,6918
F,Shirley,1951,13910
F,Donna,1951,24069
F,Helen,1951,6934
F,Marilyn,1951,9138
F,Jane,1951,8929
F,Virginia,1951,8175
F,Doris,1951,5004
F,Gail,1951,9887
F,Judith,1951,14930
F,Kathy,1951,10396
F,Marie,1951,5040
F,Rebecca,1951,10929
F,Carolyn,1951,15188
F,Esther,1951,1792
F,Frances,1951,6571
F,Jean,1951,7623
F,Joyce,1951,13463
F,Julia,1951,2730
F,Ann,1951,8407
F,Beverly,1951,10842
F,Dorothy,1951,9073
F,Laura,1951,6467
F,Lynn,1951,5622
F,Roberta,1951,3975
F,Teresa,1951,6206
F,Theresa,1951,6187
F,Darlene,1951,5024
F,Evelyn,1951,4212
F,Joan,1951,9403
F,Karla,1951,685
F,Pauline,1951,1608
F,Vicki,1951,6611
F,Anna,1951,3851
F,Brenda,1951,21707
F,Denise,1951,8123
F,Diana,1951,7400
F,Kathryn,1951,8454
F,Peggy,1951,9210
F,Rita,1951,6411
F,Sally,1951,5136
F,Valerie,1951,3561
F,Agnes,1951,594
F,Arlene,1951,2485
F,Carrie,1951,1035
F,Ellen,1951,5935
F,Gloria,1951,10948
F,Joanne,1951,5351
F,Marlene,1951,2988
F,Rose,1951,6185
F,Sheila,1951,5896
F,Sophie,1951,87
F,Victoria,1951,4906
F,Linda,1952,67071
F,Mary,1952,65677
F,Patricia,1952,53076
F,Debra,1952,26830
F,Kathleen,1952,25762
F,Susan,1952,41340
F,Deborah,1952,49800
F,Barbara,1952,39879
F,Carol,1952,23996
F,Cynthia,1952,19886
F,Karen,1952,28960
F,Sandra,1952,26077
F,Sharon,1952,23368
F,Margaret,1952,17076
F,Pamela,1952,20876
F,Donna,1952,23713
F,Nancy,1952,31721
F,Christine,1952,17534
F,Martha,1952,9696
F,Elizabeth,1952,16018
F,Katherine,1952,6887
F,Kathy,1952,12374
F,Judy,1952,13645
F,Helen,1952,6465
F,Rebecca,1952,12223
F,Alice,1952,5904
F,Bonnie,1952,9393
F,Dorothy,1952,8605
F,Laura,1952,7188
F,Cheryl,1952,12194
F,Shirley,1952,12521
F,Denise,1952,11650
F,Ann,1952,8653
F,Diane,1952,21056
F,Frances,1952,6072
